;molecule_chembl_id;units;IC50;smiles;pIC50;MW;HBA;HBD;LogP;rule_of_five_conform
1501;CHEMBL3912723;nM;42.0;Clc1ccc(cc1)N2C(=O)CS/C/2=N/Nc3nncc4ccccc34;7.376750709602099;369.045108684;6;1;3.746100000000001;yes
1502;CHEMBL205235;nM;42.0;Nc1cccc(c1)C#Cc2cncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3;7.376750709602099;444.11531709599996;5;2;5.573700000000002;yes
1503;CHEMBL3040806;nM;42.0;C1COc2cc3c(Nc4cccc(c4)c5ccccc5)ncnc3cc2O1;7.376750709602099;355.13207678400005;5;1;4.811600000000003;yes
1504;CHEMBL3671584;nM;42.0;CC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3Cl)c2cc1NC(=O)C=C;7.376750709602099;503.035979248;6;3;4.428700000000003;yes
1505;CHEMBL3297897;nM;42.2;COc1ccc(Nc2nc(C)nc3oc(C)cc23)cc1;7.374687549038326;269.11642672;5;1;3.591840000000002;yes
1506;CHEMBL470391;nM;43.0;C#Cc1cccc(Nc2ncnc3nc(Nc4ccc(CN5CCOCC5)cc4)sc23)c1;7.366531544420413;442.157580324;8;2;4.387000000000003;yes
1509;CHEMBL3234746;nM;43.0;CC(C)Nc1ncc(cn1)C(=O)Nc2cc(ccc2C)C(=O)Nc3ccc(CN4CCN(C)CC4)c(c3)C(F)(F)F;7.366531544420413;569.2726079880001;7;3;4.876120000000005;yes
1510;CHEMBL3234742;nM;43.0;CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(NC(=O)c4cnc(N)nc4)c3)cc2C(F)(F)F)CC1;7.366531544420413;527.2256577960001;7;3;3.638020000000001;yes
1511;CHEMBL1928310;nM;43.7;Fc1ccc(Nc2ncnc3sc(cc23)C(=O)c4cc5ccccc5[nH]4)cc1;7.359518563029578;388.079410256;5;2;5.286300000000003;yes
1512;CHEMBL3805333;nM;43.8;COCCOc1cc2ncnc(Nc3ccc(F)c(c3)[N+](=O)[O-])c2c4OCCOc14;7.3585258894959;416.1132124839999;9;1;3.217100000000001;yes
1513;CHEMBL52765;nM;44.0;Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1;7.356547323513812;314.01670845200005;4;2;3.7181000000000015;yes
1514;CHEMBL402113;nM;44.0;CO\N=C\c1c(N)ncnc1Nc2ccc3c(cnn3Cc4ccccc4)c2;7.356547323513812;373.165108228;8;2;3.1807000000000016;yes
1515;CHEMBL54788;nM;44.0;Fc1ccc2ncnc(Nc3cccc(Br)c3)c2n1;7.356547323513812;317.991636576;4;1;3.670000000000001;yes
1517;CHEMBL3671531;nM;44.0;CCN(CC)CCC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C;7.356547323513812;572.1546791400001;7;3;4.626400000000002;yes
1518;CHEMBL3975699;nM;44.0;C[C@@H](Nc1ncnc2oc(cc12)c3ccc(cc3)C#N)c4ccccc4;7.356547323513812;340.132411132;5;1;4.934580000000003;yes
1519;CHEMBL3234747;nM;44.0;CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(NC(=O)c4cnc(NC5CC5)nc4)c3)cc2C(F)(F)F)CC1;7.356547323513812;567.2569579240001;7;3;4.630120000000003;yes
1520;CHEMBL2348416;nM;44.0;COC(=O)C1=Cc2c(Nc3ccc(Oc4cccc5sccc45)c(Cl)c3)ncnc2NCC1;7.356547323513812;478.0866391480001;8;2;6.252600000000003;yes
1521;CHEMBL383499;nM;44.0;CC(C)N(CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)C(C)C;7.356547323513812;454.16841528800006;6;2;4.621600000000003;yes
1522;CHEMBL177053;nM;44.0;Brc1cccc(Nc2ncnc3cc4ncsc4cc23)c1;7.356547323513812;355.9731293880001;5;1;4.745600000000001;yes
1523;CHEMBL138363;nM;44.0;CC(=C)C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1;7.356547323513812;383.0381721680001;5;2;4.045500000000002;yes
1524;CHEMBL578044;nM;44.0;CCC1=C2C(N=CN=C2Nc3ccc4c(cnn4Cc5ccccc5)c3)N=C1NC(=O)OCCC6CCNCC6;7.356547323513812;538.280472328;9;3;4.497600000000003;yes
1525;CHEMBL3828079;nM;44.1;Cn1cc(cn1)c2ccc3ncnc(Nc4ccc5ncccc5c4)c3c2;7.355561410532161;352.143644512;6;1;4.3221000000000025;yes
1526;CHEMBL3912266;nM;44.5;Nc1ncnc2c1c(nn2[C@@H]3CC[C@H](CC3)N=C(O)C=C)c4ccc(Oc5ccccc5)cc4;7.351639989019068;454.2117240719999;7;2;5.494000000000004;yes
1527;CHEMBL3982619;nM;45.0;O=C1CS\C(=N\Nc2nncc3ccccc23)\N1c4ccccc4;7.346787486224656;335.08408103600004;6;1;3.0927000000000016;yes
1528;CHEMBL391321;nM;45.0;OCCNCc1ccn2ncnc(Nc3ccc4c(cnn4Cc5cccc(F)c5)c3)c12;7.346787486224656;431.18698654400004;8;3;3.0919000000000008;yes
1530;CHEMBL566559;nM;45.0;CCC1=C2C(N=CN=C2Nc3ccc4c(cnn4Cc5ccccc5)c3)N=C1NC(=O)OCC6CCCCN6;7.346787486224656;524.264822264;9;3;4.250000000000003;yes
1531;CHEMBL283201;nM;45.0;CN(C)Cc1ccc(Nc2ncnc3ccc(NC(=O)C=C)cc23)cc1Br;7.346787486224656;425.08512236;5;2;4.322000000000003;yes
1533;CHEMBL1914663;nM;45.0;Br.Oc1ccc(cc1)c2cc3c(NCc4ccccc4F)ncnc3[nH]2;7.346787486224656;414.0491514520001;4;3;4.659600000000003;yes
1534;CHEMBL128432;nM;45.0;CN(C)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1;7.346787486224656;386.08545670800004;6;2;3.5044000000000013;yes
1535;CHEMBL3671576;nM;45.0;Fc1cc(Br)ccc1Nc2ncnc3cc(OCCNC(=O)CN4CCCC4)c(NC(=O)C=C)cc23;7.346787486224656;556.123379012;7;3;3.990300000000002;yes
1536;CHEMBL3680376;nM;45.34;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN4CCCC(F)C4;7.343518484209501;487.158659128;6;2;5.103100000000005;yes
1538;CHEMBL1272223;nM;46.0;CC[C@@H](Nc1ncnc2sc3CN(CCc3c12)C(=O)C=C)c4ccccc4;7.337242168318426;378.151432324;5;1;4.325200000000003;yes
1539;CHEMBL72393;nM;46.0;Brc1cccc(Nc2[nH]cnc3nc4CCCCc4c23)c1;7.337242168318426;342.04800858000004;3;2;4.294400000000002;yes
1541;CHEMBL247914;nM;47.0;NC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc6ccccn6)c4)c23)CC1;7.327902142064282;453.2389418640001;9;2;3.189000000000001;yes
1542;CHEMBL210660;nM;47.0;ClCCN(N=O)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1;7.327902142064282;448.00501346799996;6;2;4.890000000000002;yes
1544;CHEMBL3893698;nM;47.0;CCN1C(=O)CS/C/1=N/Nc2nncc3ccccc23;7.327902142064282;287.08408103600004;6;1;1.9079999999999997;yes
1545;CHEMBL347282;nM;47.0;Nc1ccc2sc3c(Nc4cccc(c4)C(F)(F)F)ncnc3c2c1;7.327902142064282;360.06565201200004;5;2;5.189100000000002;yes
1549;CHEMBL255236;nM;47.0;COc1ccccc1CO\N=C\c2c(N)ncnc2Nc3ccc4c(cnn4Cc5cccc(F)c5)c3;7.327902142064282;497.19755122800007;9;2;4.898800000000003;yes
1551;CHEMBL2437458;nM;47.1;Clc1ccc(Nc2ncc3N=CC(=O)N(c4cccc(NC(=O)C=C)c4)c3n2)cc1;7.326979092871104;418.0945014;7;2;3.6972000000000014;yes
1552;CHEMBL243839;nM;47.5;CCOc1cc2ncnc(NC3=CC(=O)C(=CC3=O)OCc4cccs4)c2cc1NC(=O)\C=C\CN(C)C;7.323306390375134;533.173289964;10;2;3.694600000000002;yes
1553;CHEMBL1203938;nM;47.7;Cl.COc1cc2ncnc(NCc3ccc(F)cc3)c2cc1OC;7.3214816209598865;349.099332684;5;1;3.820000000000003;yes
1556;CHEMBL3758946;nM;48.0;OCc1ccc(cc1)c2cc3c(NCc4ccccc4)ncnc3s2;7.318758762624412;347.1092331640001;5;2;4.4627000000000026;yes
1558;CHEMBL540590;nM;48.0;Cl.[O-][N+](=O)c1ccc2c(c1)sc3c(Nc4cccc(Br)c4)ncnc23;7.318758762624412;435.93963634000005;6;1;5.680600000000002;yes
1559;CHEMBL2425094;nM;48.0;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4CC5(CSC5)C4;7.318758762624412;474.129252908;7;1;4.992200000000005;yes
1560;CHEMBL247709;nM;48.0;Fc1cccc(COc2ccc(Nc3ncnn4ccc(CN5CCCNCC5)c34)cc2Cl)c1;7.318758762624412;480.18406535200006;7;2;4.639700000000002;yes
1562;CHEMBL402316;nM;48.0;CO\N=C\c1c(N)ncnc1Nc2ccc3[nH]c(Cc4cccc(F)c4)nc3c2;7.318758762624412;391.155686416;7;3;3.3889000000000022;yes
1563;CHEMBL247104;nM;48.0;OCCNC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc6cccc(F)c6)c4)c23)CC1;7.318758762624412;514.260485832;9;3;3.556300000000002;yes
1564;CHEMBL3647970;nM;48.8;CN(C)C\C=C\C(=O)N1CCC[C@H](C1)n2nc(c3ccc(Oc4ccccc4)cc3)c5c(N)ncnc25;7.311580177997289;497.2539232320001;8;1;4.1491000000000025;yes
1565;CHEMBL3752074;nM;48.81;COc1cc(NC(=O)Nc2ccccn2)cc(c1OC)c3cccnc3;7.311491192343478;350.137890436;5;2;3.804800000000002;yes
1567;CHEMBL525725;nM;49.0;COc1ccc(cc1)\N=C\c2c(N)ncnc2Nc3ccc4c(cnn4Cc5cccc(F)c5)c3;7.309803919971486;467.18698654400004;8;2;5.098700000000003;yes
1568;CHEMBL3671582;nM;49.0;CC(=O)NCCOc1cc2ncnc(Nc3ccc(Cl)cc3Cl)c2cc1NC(=O)C=C;7.309803919971486;459.086494828;6;3;4.319600000000003;yes
1569;CHEMBL3218346;nM;49.0;Brc1cccc(Nc2cc(Nc3cccc(NC(=O)C=C)c3)ncn2)c1;7.309803919971486;409.053822232;5;3;4.850800000000002;yes
1570;CHEMBL57990;nM;49.0;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN(C)C;7.309803919971486;404.141531844;6;1;4.5050000000000034;yes
1573;CHEMBL246687;nM;50.0;N[C@H]1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc6cccc(F)c6)c4)c23)C1;7.301029995663981;456.21862102000006;8;2;3.543000000000001;yes
1575;CHEMBL504117;nM;50.0;Clc1cc(Nc2ncnc3cc(C#C[C@@H]4C[C@H](CN4)OC(=O)N5CCOCC5)sc23)ccc1OCc6ccccn6;7.301029995663981;590.1503020239999;10;2;4.613100000000003;yes
1576;CHEMBL372112;nM;50.0;CCOC(=O)c1cn2ncnc(Nc3ccc4[nH]ncc4c3)c2c1CC;7.301029995663981;350.149123816;7;2;3.088300000000001;yes
1577;CHEMBL542484;nM;50.0;Cl.COc1cc2ncnc(Nc3ccccc3)c2cc1OC;7.301029995663981;317.09310443199996;5;1;3.812400000000002;yes
1578;CHEMBL3944702;nM;50.0;COc1cc(Nc2ncnc3cc(OCC4CN(C)CCO4)c(OC)cc23)c(OC)cc1Cl;7.301029995663981;474.16699764399993;9;1;3.762000000000003;yes
1579;CHEMBL501705;nM;50.0;CCS(=O)(=O)N[C@H]1CN[C@@H](C1)C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2;7.301029995663981;585.1071375600001;8;3;4.827700000000003;yes
1580;CHEMBL3914599;nM;50.0;CCCN1CCCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1;7.301029995663981;490.15384611599995;7;1;5.568500000000006;yes
1585;CHEMBL393264;nM;50.0;CC1(N)CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc6cccc(F)c6)c4)c23)CC1;7.301029995663981;484.24992114800006;8;2;4.323200000000003;yes
1586;CHEMBL2325101;nM;50.0;Clc1ccc(cc1Cl)C2=NN(C(C2)c3ccc4ccccc4c3)c5ccccc5;7.301029995663981;416.084703936;2;0;7.502300000000005;yes
1588;CHEMBL181742;nM;50.0;Clc1cc(Nc2ncnc3nn4ccccc4c23)ccc1OCc5ccccc5;7.301029995663981;401.104337812;6;1;5.2535000000000025;yes
1589;CHEMBL207037;nM;50.0;COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN4CC(C4)C(=O)N;7.301029995663981;415.12113074800004;6;2;3.0916000000000015;yes
1594;CHEMBL383760;nM;50.0;CNC(=O)[C@H]1CCCN1Cc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC;7.301029995663981;443.15243087600004;6;2;3.884900000000002;yes
1595;CHEMBL207674;nM;50.0;COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN4CCOCC4C(=O)N;7.301029995663981;445.131695432;7;2;2.8606000000000007;yes
1597;CHEMBL555321;nM;50.0;Cl.Clc1cccc(Nc2ncnc3ccccc23)c1;7.301029995663981;291.03300271200004;3;1;4.4486000000000026;yes
1598;CHEMBL1645471;nM;50.0;Cc1ccc(Nc2ncnn3ccc(CN4CCC(N)CC4)c23)cc1;7.301029995663981;336.206244768;6;2;2.7044200000000007;yes
1599;CHEMBL380889;nM;50.0;COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@@H](CN(C)C)C(=O)N;7.301029995663981;460.17897997200004;7;2;3.0218000000000007;yes
1601;CHEMBL251498;nM;50.3;Fc1ccc(Nc2ncnc3ccc(cc23)C#CCN4CCOCC4)cc1Cl;7.298432014944073;396.11531709599996;5;1;3.8496000000000032;yes
1602;CHEMBL2031310;nM;50.7;CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)C=C;7.294992040666663;499.141117244;7;2;6.000680000000004;yes
1603;CHEMBL422292;nM;51.0;CCOC(=O)\C=C\C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1;7.292429823902063;441.0436514720001;7;2;3.588700000000001;yes
1604;CHEMBL3938794;nM;51.0;O=C1CS\C(=N\Nc2nncc3ccccc23)\N1;7.292429823902063;259.052780908;6;2;1.1756999999999997;yes
1605;CHEMBL384699;nM;51.0;COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OCCCN4CCOCC4;7.292429823902063;446.15209652799996;7;1;4.275600000000003;yes
1606;CHEMBL51265;nM;51.0;Brc1cccc(Nc2ncnc3cnccc23)c1;7.292429823902063;300.00105838800005;4;1;3.530900000000001;yes
1608;CHEMBL1203934;nM;51.0;Cl.COc1cc2ncnc(Nc3ccc(F)cc3)c2cc1OC;7.292429823902063;335.08368262;5;1;3.951500000000002;yes
1611;CHEMBL1914664;nM;52.0;Br.Oc1ccc(cc1)c2cc3c(NCc4cccc(F)c4)ncnc3[nH]2;7.2839966563652;414.0491514520001;4;3;4.659600000000003;yes
1612;CHEMBL497863;nM;52.0;Nc1ncnc(Nc2ccc3c(cnn3Cc4cccc(F)c4)c2)c1\C=N\NCC(F)(F)F;7.2839966563652;458.15905545600003;8;3;3.825300000000002;yes
1614;CHEMBL298637;nM;52.0;CNc1ccc2c(Nc3cccc(Br)c3)ncnc2n1;7.2839966563652;329.02760748400004;5;2;3.5726000000000013;yes
1615;CHEMBL3905411;nM;52.0;CCCCNC(=S)NNc1nncc2ccccc12;7.2839966563652;275.120466544;4;3;2.2208999999999994;yes
1616;CHEMBL2425089;nM;52.0;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN4CC5(CSC5)C4;7.2839966563652;460.113602844;7;1;4.602100000000004;yes
1618;CHEMBL401251;nM;52.8;COCCOc1cc2ncc(C#N)c(N[C@@H]3C[C@H]3c4ccccc4)c2cc1OC;7.277366077466188;389.17394159599996;6;1;4.108280000000003;yes
1619;CHEMBL3927914;nM;53.0;COc1ccc(NC(=S)NNc2nncc3ccccc23)cc1;7.275724130399211;325.09973110000004;5;3;2.951900000000001;yes
1623;CHEMBL3416438;nM;53.0;Fc1ccc(Nc2ncnc3sc(Br)cc23)cc1Cl;7.275724130399211;356.91383619199996;4;1;4.989900000000001;yes
1624;CHEMBL36819;nM;53.0;OC(=O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc12;7.275724130399211;397.01743672400005;6;2;3.5702000000000016;yes
1625;CHEMBL93545;nM;53.0;Nc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-];7.275724130399211;359.00178666;6;2;3.6263000000000014;yes
1626;CHEMBL3775664;nM;53.1;Fc1ccc(Nc2ncnc3cc4OCC(=O)N(CCCN5CCOCC5)c4cc23)cc1Cl;7.274905478918531;471.147345496;7;1;3.6136000000000026;yes
1627;CHEMBL516487;nM;54.0;COC(=O)c1c(N)ncnc1Nc2ccc(OCc3ccccc3)c(Cl)c2;7.267606240177031;384.098918084;7;2;3.8214000000000015;yes
1630;CHEMBL449093;nM;54.0;OC(=O)c1ccc(cc1O)S(=O)(=O)Oc2ccc(\C=C\[N+](=O)[O-])cc2;7.267606240177031;365.020537312;7;2;2.1055;yes
1631;CHEMBL3416623;nM;55.0;COc1ccccc1c2cc3c(N[C@H](C)c4cccs4)ncnc3s2;7.259637310505756;367.08130416400013;6;1;5.601500000000003;yes
1632;CHEMBL328879;nM;55.0;COc1ccc2ncnc(Nc3ccccc3)c2c1;7.259637310505756;251.105862036;4;1;3.3820000000000014;yes
1633;CHEMBL2087353;nM;55.0;Brc1cccc(Nc2ncnc3cc4OCCOCCOc4cc23)c1;7.259637310505756;401.0375034719999;6;1;3.923700000000002;yes
1635;CHEMBL115745;nM;56.0;COc1cc2ncnc(NCc3ccccc3)c2cc1O;7.251811972993799;281.11642672;5;2;2.9561000000000015;yes
1637;CHEMBL2425092;nM;56.0;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4CC5(COC5)C4;7.251811972993799;458.15209652799996;7;1;4.275600000000003;yes
1638;CHEMBL92985;nM;56.0;Fc1cccc(Nc2ncnc3ccccc23)c1;7.251811972993799;239.08587554;3;1;3.512500000000001;yes
1639;CHEMBL3937527;nM;56.0;C[C@@H](Nc1ncnc2oc(cc12)c3ccc(Br)cc3)c4ccccc4;7.251811972993799;393.04767423199996;4;1;5.825400000000004;yes
1640;CHEMBL3671480;nM;56.0;Fc1cc(Br)ccc1Nc2ncnc3cc(OCc4ccncc4)c(NC(=O)C=C)cc23;7.251811972993799;493.054965104;6;2;5.3735000000000035;yes
1642;CHEMBL3948267;nM;57.0;O=C(Nc1cc2c(Nc3ccc4c(cnn4Cc5ccccc5)c3)ncnc2cn1)\C=C\CN6CCCC6;7.244125144327507;504.2386075160001;8;2;4.7569000000000035;yes
1643;CHEMBL257814;nM;57.0;CO\N=C\c1c(N)ncnc1Nc2ccc3N(Cc4cccc(F)c4)CCc3c2;7.244125144327507;392.176087512;7;2;3.4845000000000024;yes
1644;CHEMBL334801;nM;57.0;CN(C)CCCNC(=O)\C=C\C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1;7.244125144327507;497.11748510800004;7;3;3.0935000000000006;yes
1645;CHEMBL3676379;nM;57.0;COCC(N(C)C)C(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C;7.244125144327507;574.133943696;8;3;3.4711000000000016;yes
1647;CHEMBL90595;nM;57.0;Brc1cccc(Nc2ncnc3ccc(NC(=O)C#CCN4CCCCC4)cc23)c1;7.244125144327507;463.100772424;5;2;4.5637000000000025;yes
1648;CHEMBL3678953;nM;57.0;COc1ccc(Nc2nc3cnc(Nc4ccc(cc4)N5CCN(C)CC5)nc3n2C(C)C)cc1;7.244125144327507;472.26990764400006;9;2;4.654800000000003;yes
1649;CHEMBL55425;nM;57.0;CCN(CC)CCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC;7.244125144327507;432.17283197200004;6;1;5.285200000000005;yes
1650;CHEMBL3806145;nM;57.8;C#Cc1cccc(Nc2ncnc3cc(OC4CCOCC4)c5OCCOc5c23)c1;7.2380721615794705;403.15320615199994;7;1;3.6837000000000026;yes
1651;CHEMBL332333;nM;58.0;N(c1ccccc1)c2nc[nH]c3nnc(Nc4ccccc4)c23;7.236572006437063;302.127994448;5;3;3.7917000000000014;yes
1652;CHEMBL3676371;nM;58.0;CCN(CC)CC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)c(Cl)c3F)c2cc1NC(=O)C=C;7.236572006437063;592.1000567240001;7;3;4.889700000000003;yes
1653;CHEMBL544868;nM;58.0;Cl.[O-][N+](=O)c1ccc2sc3c(Nc4ccccc4)ncnc3c2c1;7.236572006437063;358.02912427200005;6;1;4.918100000000003;yes
1654;CHEMBL326596;nM;58.0;COc1ccc2c(NCc3ccccc3)ncnc2c1;7.236572006437063;265.1215121;4;1;3.2505000000000015;yes
1658;CHEMBL3806222;nM;58.8;Fc1ccc(Nc2ncnc3cc(OC4CCOCC4)c5OCCOc5c23)cc1Cl;7.230622673923861;431.10481198799994;7;1;4.494900000000004;yes
1659;CHEMBL3759649;nM;59.0;C[C@@H](Nc1ncnc2sc(cc12)c3ccc(C=O)cc3F)c4ccccc4;7.229147988357855;377.09981135199996;5;1;5.483000000000004;yes
1660;CHEMBL3671488;nM;59.0;Fc1cc(Br)ccc1Nc2ncnc3cc(OCCCNC(=O)C(F)(F)F)c(NC(=O)C=C)cc23;7.229147988357855;555.052914416;6;3;4.8469000000000015;yes
1661;CHEMBL93049;nM;59.0;COCOCC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1;7.229147988357855;440.048402504;6;2;3.6983000000000015;yes
1663;CHEMBL371888;nM;59.0;COc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(C)c3)c2cc1OC;7.229147988357855;402.16919056399996;7;1;4.673020000000003;yes
1665;CHEMBL345109;nM;59.0;CN(C)CCCNC(=O)\C=C\C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1;7.229147988357855;496.12223614000004;6;3;3.698500000000001;yes
1666;CHEMBL469997;nM;59.0;Fc1ccc(Nc2ncnc3nc(Nc4ccccc4)sc23)cc1Cl;7.229147988357855;371.040772252;6;2;5.366000000000001;yes
1667;CHEMBL3671515;nM;59.0;CN(CCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C)C(=O)C;7.229147988357855;501.081179852;6;2;4.256600000000002;yes
1669;CHEMBL2437483;nM;59.1;COc1ccc(Nc2ncc3N=CC(=O)N(c4ccc(NC(=O)\C=C\CN(C)C)cc4)c3n2)cc1;7.228412519118745;471.20188766000007;9;2;2.9842000000000013;yes
1671;CHEMBL370934;nM;60.0;CCOC(=O)c1cn2ncnc(Nc3cccc(Br)c3)c2c1CC;7.221848749616356;388.053487884;6;1;3.9745000000000026;yes
1673;CHEMBL393848;nM;60.0;N[C@@H]1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc6cccc(F)c6)c4)c23)C1;7.221848749616356;456.21862102000006;8;2;3.543000000000001;yes
1674;CHEMBL217536;nM;60.0;Brc1cccc(Nc2ncnc3ccc(NC(=O)C4CCSS4)cc23)c1;7.221848749616356;445.9870652;6;2;5.228100000000002;yes
1677;CHEMBL2325100;nM;60.0;Cc1ccc(cc1)C2=NN(C(C2)c3ccc4ccccc4c3)c5ccccc5;7.221848749616356;362.178298704;2;0;6.503920000000005;yes
1678;CHEMBL1821869;nM;60.0;Cc1ccc(cc1C)C2=NN(C(C2)c3ccc(F)cc3)c4nc(cs4)c5ccc(Cl)cc5;7.221848749616356;461.11287457200007;4;0;7.575140000000005;yes
1679;CHEMBL2437482;nM;60.4;COc1ccc(Nc2ncc3N=CC(=O)N(c4ccc(OC(=O)C=C)cc4)c3n2)cc1;7.218963061378869;415.128054024;9;1;3.019300000000001;yes
1680;CHEMBL3647973;nM;60.9;Nc1ncnc2c1c(nn2C3CCN(CC3)C(=O)C=C)c4ccc(Oc5ccccc5)cc4;7.215382707367125;440.1960740079999;7;1;4.217300000000003;yes
1683;CHEMBL2347231;nM;61.0;NC(=O)Nc1ccc2ncnc(Nc3ccc(Cl)cc3)c2c1;7.214670164989233;313.073037684;4;3;3.517400000000001;yes
1684;CHEMBL294395;nM;61.0;COCCN(CCOC)CCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC;7.214670164989233;478.17831127600004;8;1;4.148100000000002;yes
1685;CHEMBL246284;nM;61.0;Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COC[C@@H]6CNCCO6)c45)ccc23)c1;7.214670164989233;487.21320129199995;9;2;3.5150000000000015;yes
1686;CHEMBL3968839;nM;61.0;CCC(=O)Nc1cc2c(Nc3ccc4c(ccn4Cc5ccccn5)c3)ncnc2cc1OC;7.214670164989233;452.19607400800004;7;2;5.128500000000004;yes
1687;CHEMBL328245;nM;62.0;CCCN(CCC)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1;7.207608310501746;479.132072552;5;2;5.199800000000004;yes
1688;CHEMBL1914655;nM;62.0;Br.C[C@@H](Nc1ncnc2[nH]c(cc12)c3ccc(O)cc3)c4ccc(Br)cc4;7.207608310501746;487.98473539599996;4;3;5.844000000000003;yes
1689;CHEMBL442754;nM;62.0;COCCN(C)C\C=C\C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1;7.207608310501746;469.11133710800004;6;2;4.208800000000003;yes
1690;CHEMBL391779;nM;63.0;CNC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc6cccc(F)c6)c4)c23)CC1;7.200659450546418;484.24992114800006;8;2;4.193800000000002;yes
1691;CHEMBL499534;nM;63.0;Fc1cccc(COc2ccc(Nc3ncnc4cc(C#C[C@@H]5C[C@H](CN5)OC(=O)N6CCNCC6)sc34)cc2Cl)c1;7.200659450546418;606.161615656;9;3;4.930200000000003;yes
1693;CHEMBL204625;nM;63.0;Nc1ccccc1C#Cc2cncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3;7.200659450546418;444.11531709599996;5;2;5.573700000000002;yes
1694;CHEMBL596059;nM;63.0;COc1cc(ccc1Nc2ncnc3cc(OC)c(OC)cc23)c4nc5ccccc5s4;7.200659450546418;444.1256115;8;1;5.675900000000004;yes
1696;CHEMBL1914669;nM;63.0;C[C@@H](Nc1ncnc2[nH]c(cc12)c3ccc(Br)cc3)c4ccccc4;7.200659450546418;392.06365864400004;3;2;5.560500000000004;yes
1697;CHEMBL473553;nM;63.0;COc1cc2ncnc(Nc3ccc(c(OC)c3)c4nc5ccccc5s4)c2cc1OC;7.200659450546418;444.12561149999993;8;1;5.675900000000004;yes
1698;CHEMBL3774947;nM;63.1;Clc1cccc(Nc2ncnc3cc4OCC(=O)N(CCCN5CCOCC5)c4cc23)c1;7.199970640755866;453.156767308;7;1;3.4745000000000017;yes
1699;CHEMBL2334001;nM;63.4;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCO;7.197910742118268;363.07859723999997;6;2;3.5456000000000025;yes
1700;CHEMBL137364;nM;64.0;Brc1cccc(Nc2ncnc3ccc(NN=NCCN4CCOCC4)cc23)c1;7.1938200260161125;455.10692042400007;7;2;4.247200000000003;yes
