;molecule_chembl_id;units;IC50;smiles;pIC50;MW;HBA;HBD;LogP;rule_of_five_conform
2874;CHEMBL355269;nM;750.0;COc1cccc(c1)c2cn(C3CCN(CC(=O)N(C)C)CC3)c4ncnc(N)c24;6.1249387366083;408.22737413600004;7;1;2.4141999999999997;yes
2875;CHEMBL589589;nM;750.0;CC(C)c1ccc(NC(=O)c2ccc(cc2)N(CCCl)CCCl)cc1;6.1249387366083;378.126568748;2;1;5.346300000000005;yes
2876;CHEMBL1242199;nM;751.0;Nc1ncnc2c1c(nn2C3CCCC3)c4cc(O)cc(F)c4;6.124360062995832;313.133888352;6;2;3.035300000000001;yes
2877;CHEMBL117710;nM;756.0;Brc1cccc(Oc2ncnc3ccccc23)c1;6.121478204498794;299.989825008;3;0;4.184600000000002;yes
2879;CHEMBL1242572;nM;760.0;Nc1ncnc2c1c(nn2C3CCCC3)c4ccc5cn[nH]c5c4;6.119186407719209;319.15454354400003;6;2;3.0669000000000013;yes
2880;CHEMBL3904787;nM;763.0;COC(=O)CNC(=O)c1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(OC)cc23)cc1;6.117475462045119;509.22743371199994;10;2;2.3858999999999995;yes
2881;CHEMBL1242289;nM;768.0;CCOc1ccc(cc1O)c2nn(C3CCCC3)c4ncnc(N)c24;6.114638779968487;339.16952491200004;7;2;3.294900000000001;yes
2882;CHEMBL89940;nM;770.0;Nc1ccc2ncnc(Nc3ccccc3)c2c1;6.113509274827518;236.106196384;4;2;2.9556000000000004;yes
2883;CHEMBL3233766;nM;770.0;OCCN1CCN(CC(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3s2)CC1;6.113509274827518;464.11975084400007;8;3;2.7758000000000003;yes
2884;CHEMBL2426278;nM;770.0;COc1cc(N2CCN(C)CC2)c(NC(=O)C=C)cc1Nc3ncc(Cl)c(n3)c4c[nH]c5ccccc45;6.113509274827518;517.1993008160001;7;3;4.906800000000003;yes
2885;CHEMBL570709;nM;770.0;CN(N=Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)C(=O)Oc4ccc(cc4)[N+](=O)[O-];6.113509274827518;477.0952296719999;9;1;6.064500000000003;yes
2886;CHEMBL1242750;nM;775.0;Nc1ncnc2c1c(nn2C3CCCCCC3)c4ccc(F)c(O)c4;6.110698297493689;341.1651884799999;6;2;3.815500000000003;yes
2888;CHEMBL234580;nM;780.0;Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCNCC(=O)C6)c45)ccc23)c1;6.107905397309519;484.21353564000003;9;2;2.984300000000001;yes
2889;CHEMBL407534;nM;780.0;OCc1ccc(CO)c(\C=C\C(=O)O)c1;6.107905397309519;208.073558864;3;3;0.769;yes
2890;CHEMBL330668;nM;780.0;COc1cc2ncnc(Nc3cnc4ccccc4n3)c2cc1OC;6.107905397309519;333.12257472;7;1;3.333800000000002;yes
2891;CHEMBL2070193;nM;790.0;Clc1cccc(Nc2ncnc3ccc(NCc4ccc5OCCOc5c4)cc23)c1;6.102372908709558;418.11965352799996;6;2;5.410100000000003;yes
2892;CHEMBL326280;nM;790.0;COCC#CC(=O)Nc1cc2c(Nc3cccc(Br)c3)c(cnc2cc1OC)C#N;6.102372908709558;464.0484025040001;6;2;4.209480000000003;yes
2893;CHEMBL2426280;nM;790.0;COc1cc(ccc1Nc2ncc(Cl)c(n2)c3c[nH]c4ccccc34)N5CCN(CC5)C(=O)C;6.102372908709558;476.17275172000006;6;2;4.699000000000004;yes
2894;CHEMBL168285;nM;790.0;Nc1ncnc2c1c(cn2C3CCC(O)C3)c4ccccc4;6.102372908709558;294.148061196;5;2;2.766400000000001;yes
2895;CHEMBL263788;nM;790.0;COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)\C=C\CN(C)C;6.102372908709558;479.095687044;6;2;4.677480000000003;yes
2896;CHEMBL588119;nM;794.4;CCCCCCCCN[C@H](C)[C@@H](O)c1ccc(SC(C)C)cc1;6.099960764512675;337.24393574000004;3;2;5.559100000000006;yes
2897;CHEMBL3676350;nM;796.0;CC(=O)NCCOc1cc2ncnc(Nc3ccc(OCc4cccnc4)c(Cl)c3)c2cc1NC(=O)C=C;6.099086932262331;532.16258096;8;3;4.640200000000004;yes
2898;CHEMBL22978;nM;797.0;CN1CCC(O)(CC1)c2oc(c3ccncc3)c(n2)c4ccc(F)cc4;6.098541678603888;353.15395509999996;5;1;3.4559000000000024;yes
2899;CHEMBL3233761;nM;799.0;CN(C)CCCC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1;6.097453220686009;407.0982871280001;6;2;4.5077000000000025;yes
2900;CHEMBL428039;nM;799.3;CCOc1cc2ncnc(NC3=CC(=O)C(=CC3=O)OC)c2cc1NC(=O)\C=C\CN(C)C;6.097290187030123;451.1855689;9;2;2.0626999999999995;yes
2901;CHEMBL3219506;nM;800.0;OB(O)c1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1;6.096910013008056;317.05386286;5;3;1.8456999999999992;yes
2902;CHEMBL175409;nM;800.0;COc1cccc(c1)c2cn(c3ccc(CC(=O)NCCO)cc3)c4ncnc(N)c24;6.096910013008056;417.1800895960001;7;3;2.3292999999999995;yes
2903;CHEMBL2018749;nM;800.0;CCCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1;6.096910013008056;396.17975524799994;7;2;4.739200000000004;yes
2904;CHEMBL24026;nM;800.0;COc1cc2c(Nc3ccc(cc3F)C#N)ncnc2cc1OC\C=C\CN4CCCC4;6.096910013008056;433.191403228;7;1;4.423580000000004;yes
2905;CHEMBL201307;nM;800.0;COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)ncnc2cc1OCCCN5CCC(CO)CC5;6.096910013008056;580.2268027560001;10;3;4.632000000000005;yes
2906;CHEMBL2385975;nM;800.0;CCOc1cc(N)c(cc1NC(=O)\C=C\CN(C)C)C(=O)Nc2ccc(OCc3ccccn3)c(Cl)c2;6.096910013008056;523.1986321200001;7;3;4.603500000000004;yes
2907;CHEMBL2385985;nM;800.0;CCOc1cc(N)c(cc1NC(=O)c2ccc(CN3CCN(C)CC3)cc2)C(=O)Nc4ccc(F)c(Cl)c4;6.096910013008056;539.209945752;6;3;4.712000000000004;yes
2908;CHEMBL3221551;nM;800.0;Cl.CCCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1;6.096910013008056;432.15643295999996;7;2;5.161000000000004;yes
2909;CHEMBL176815;nM;800.0;COc1cccc(c1)c2cn(c3cccc(CO)c3)c4ncnc(N)c24;6.096910013008056;346.14297581600005;6;2;3.1706000000000003;yes
2910;CHEMBL262276;nM;800.0;COC(=O)CN1CCC(CC1)n2cc(c3cccc(O)c3)c4c(N)ncnc24;6.096910013008056;381.18008959600013;8;2;2.1959999999999997;yes
2911;CHEMBL514016;nM;800.0;Clc1ccc2c(Nc3ccc(c(Cl)c3)c4nc5ccccc5s4)ncnc2c1;6.096910013008056;422.015972744;5;1;6.956900000000003;yes
2912;CHEMBL122243;nM;800.0;Nc1ncnc2c1c(nn2c3ccccc3)c4ccccc4;6.096910013008056;287.117095416;5;1;3.064700000000001;yes
2913;CHEMBL490569;nM;800.0;NC(=O)\C(=C\c1cc(CSc2ccccc2)c(O)c(OCc3ccccc3)c1)\C#N;6.096910013008056;416.1194635;5;2;4.655780000000003;yes
2914;CHEMBL78257;nM;800.0;NC(=C(C#N)C#N)\C(=C\c1cc(O)c(O)c(O)c1)\C#N;6.096910013008056;268.059640116;7;4;0.97034;yes
2916;CHEMBL247127;nM;810.0;C(OCc1ccn2ncnc(Nc3ccc4c(cnn4Cc5cccnc5)c3)c12)[C@@H]6CNCCO6;6.091514981121351;470.21787207200003;10;2;2.7709;yes
2917;CHEMBL324718;nM;810.0;COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)C=C;6.091514981121351;422.03783782;5;2;4.745680000000002;yes
2918;CHEMBL93635;nM;810.0;[O-][N+](=O)c1ccc2c(Nc3cccc(Cl)c3)ncnc2c1;6.091514981121351;300.041403208;5;1;3.9350000000000014;yes
2921;CHEMBL2347967;nM;820.0;OC[C@@H](Nc1ncnc2oc(c3ccccc3)c(c4cccc(c4)[N+](=O)[O-])c12)c5ccccc5;6.086186147616283;452.14845511999994;7;2;5.6105000000000045;yes
2922;CHEMBL328277;nM;820.0;COc1cc2ncnc(N3CCc4ccccc34)c2cc1OC;6.086186147616283;307.132076784;5;0;3.3412000000000015;yes
2923;CHEMBL90541;nM;820.0;COc1cc2ncnc(Nc3nnc4ccccc4n3)c2cc1OC;6.086186147616283;334.117823688;8;1;2.7288000000000006;yes
2924;CHEMBL307062;nM;820.0;Cc1cccc(Nc2[nH]cnc3nc4CCCCc4c23)c1;6.086186147616283;278.153146576;3;2;3.840320000000002;yes
2925;CHEMBL1821873;nM;820.0;COc1ccc(cc1)C2CC(=NN2c3nc(cs3)c4ccc(Cl)cc4)c5ccc(C)c(C)c5;6.086186147616283;473.13286106799995;5;0;7.444640000000008;yes
2927;CHEMBL3774609;nM;823.9;Brc1ccc(Nc2ncnc3cc4OCC(=O)N(CCCN5CCOCC5)c4cc23)cc1;6.084125497142308;497.10625172799996;7;1;3.5836000000000015;yes
2928;CHEMBL3774982;nM;829.2;FC(F)(F)c1cccc(Nc2ncnc3cc4OCC(=O)N(CCCN5CCOCC5)c4cc23)c1;6.081340706578176;487.183124288;7;1;3.8399000000000028;yes
2929;CHEMBL1173455;nM;830.0;Cc1ccc(cc1C)C2=NN(C(C2)c3ccc(F)cc3)C(=S)N;6.080921907623926;327.120546796;2;1;3.8372400000000013;yes
2930;CHEMBL355891;nM;830.0;COC(=O)CN1CCC(C1)n2cc(c3cccc(OC)c3)c4c(N)ncnc24;6.080921907623926;381.18008959600013;8;1;2.1088999999999993;yes
2931;CHEMBL14874;nM;830.0;CN(CCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)CCS(=O)(=O)C;6.080921907623926;520.2144265039999;8;1;4.697700000000004;yes
2932;CHEMBL117697;nM;842.0;COc1cccc(Nc2ncnc3ccccc23)c1;6.074687908500351;251.105862036;4;1;3.3820000000000014;yes
2933;CHEMBL95320;nM;850.0;COCCOc1cc2ncc(C#N)c(Nc3cccc(c3)C#C)c2cc1OCCOC;6.070581074285707;417.16885621599994;7;1;3.8817800000000027;yes
2935;CHEMBL2385974;nM;850.0;CCOc1cc(c(cc1NC(=O)\C=C\CN(C)C)C(=O)Nc2ccc(OCc3ccccn3)c(Cl)c2)[N+](=O)[O-];6.070581074285707;553.172811296;8;2;4.9295000000000035;yes
2936;CHEMBL144791;nM;850.0;Oc1cc(\C=C(/C#N)\S(=O)(=O)\C(=C\c2cc(O)c(O)c(Br)c2)\C#N)cc(Br)c1O;6.070581074285707;539.86263124;8;4;3.877960000000002;yes
2937;CHEMBL3347498;nM;850.0;OB(O)c1ccc(COc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)cc1;6.070581074285707;405.10514948400004;6;3;3.2856000000000005;yes
2938;CHEMBL1760035;nM;853.0;COc1cc(Nc2nccc(Nc3cnc4ccccc4c3)n2)cc(OC)c1OC;6.069050968832477;403.164439532;8;2;4.5378000000000025;yes
2939;CHEMBL3921446;nM;857.0;CN1CCN(C\C=C\C(=O)Nc2cc3c(Nc4ccc(Cc5ccccn5)cc4)ncnc3cn2)CC1;6.0670191780768015;494.2542575800001;8;2;3.4963000000000015;yes
2941;CHEMBL431191;nM;860.0;COc1cccc(Nc2[nH]cnc3nc4CCCCc4c23)c1;6.065501548756432;294.148061196;4;2;3.5405000000000015;yes
2942;CHEMBL3671547;nM;866.0;CCC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)C;6.062482107982653;489.08117985200005;6;3;4.1384000000000025;yes
2943;CHEMBL1080812;nM;867.0;Cc1c([nH]c2cnnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)NCCN5CCOCC5;6.061980902523789;521.194215436;8;3;3.699320000000002;yes
2945;CHEMBL119982;nM;870.0;Clc1cccc(Nc2[nH]nc3ncnc(NCc4ccccc4)c23)c1;6.060480747381382;350.10467216;5;3;4.362000000000001;yes
2946;CHEMBL1928708;nM;870.0;Oc1ccc(CNc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1;6.060480747381382;420.0585732640001;5;3;5.4536000000000024;yes
2947;CHEMBL3917657;nM;870.0;CC(C)(C)c1ccc(Nc2ncnc3cc4OC(=O)N(CCOC(=O)CBr)c4cc23)cc1;6.060480747381382;498.09026731599994;8;1;4.516900000000003;yes
2948;CHEMBL204330;nM;873.0;COc1cc(OC2CCN(CC2)C(=O)C)c3c(Nc4ccc(F)c(Cl)c4)ncnc3c1;6.058985756294431;444.1364464640001;6;1;4.564200000000004;yes
2949;CHEMBL3676342;nM;876.0;CC(=O)NCCOc1cc2ncnc(Nc3cc(Cl)c(Cl)cc3Cl)c2cc1NC(=O)C=C;6.05749589383192;493.047522476;6;3;4.9730000000000025;yes
2951;CHEMBL54471;nM;880.0;Cc1ccc(cc1)C(=O)\C(=C\c2ccc(O)c(O)c2)\C#N;6.055517327849831;279.08954327600003;4;2;3.196100000000002;yes
2952;CHEMBL3809045;nM;880.0;Brc1cccc(Nc2ncnc3ccc(cc23)N=C=S)c1;6.055517327849831;355.9731293880001;5;1;4.870200000000001;yes
2955;CHEMBL3735952;nM;880.0;COC1CCN(CC1)c2nccc(Nc3cc4[nH]cnc4cn3)n2;6.055517327849831;325.16510822800007;7;2;2.1067;yes
2956;CHEMBL3944572;nM;881.0;CCC(=O)Nc1cc2c(Nc3ccc(Oc4cccc(F)c4)cc3)ncnc2cc1OC;6.055024091587952;432.15976875200005;6;2;5.661900000000005;yes
2957;CHEMBL3736508;nM;882.0;COC1CCN(CC1)c2nccc(Nc3cc4c(cn3)nc(C)n4C(C)C)n2;6.05453141486818;381.22770848400006;8;1;3.469420000000002;yes
2959;CHEMBL2048793;nM;890.0;OCCn1ccc2ncnc(Nc3ccc(Oc4cccc5C(=O)NCc45)c(Cl)c3)c12;6.050609993355087;435.109817116;7;3;3.856300000000002;yes
2960;CHEMBL3676346;nM;894.0;Fc1c(Br)ccc(Nc2ncnc3cc(OCCNC(=O)CCN4CCCCC4)c(NC(=O)C=C)cc23)c1F;6.048662481204082;602.145257328;7;3;4.909600000000004;yes
2961;CHEMBL329161;nM;897.0;[O-][N+](=O)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1;6.047207556955907;343.990887628;5;1;4.044100000000001;yes
2962;CHEMBL2018756;nM;900.0;CCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1C;6.045757490560675;382.16410518399994;7;2;4.267420000000003;yes
2963;CHEMBL426124;nM;900.0;COc1ccc2Oc3ncnc(Nc4ccc(F)c(Cl)c4)c3NCc2c1;6.045757490560675;372.07893158800005;6;2;4.739100000000002;yes
2964;CHEMBL3604920;nM;900.0;CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(Oc4ccccc4NC(=O)C=C)n2;6.045757490560675;434.217872072;8;3;2.9203200000000002;yes
2966;CHEMBL50;nM;900.0;OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)c(O)c3;6.045757490560675;302.04265266;7;5;1.9879999999999993;yes
2967;CHEMBL3221561;nM;900.0;Cl.CCOC(=O)Nc1cc(Nc2ncnc3cc(OC)c(OC)cc23)ccc1Cl;6.045757490560675;438.08616047999993;7;2;5.034200000000003;yes
2968;CHEMBL3221556;nM;900.0;Cl.CCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1C;6.045757490560675;432.15643295999996;7;2;5.079320000000004;yes
2969;CHEMBL3221554;nM;900.0;Cl.CCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1C;6.045757490560675;418.14078289599996;7;2;4.689220000000002;yes
2973;CHEMBL122397;nM;900.0;CCCCCCNC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O;6.045757490560675;358.18925731199994;5;5;3.7256000000000022;yes
2974;CHEMBL2018757;nM;900.0;CCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1C;6.045757490560675;396.17975524799994;7;2;4.657520000000003;yes
2975;CHEMBL2018760;nM;900.0;CCOC(=O)Nc1cc(Nc2ncnc3cc(OC)c(OC)cc23)ccc1Cl;6.045757490560675;402.10948276799996;7;2;4.612400000000004;yes
2976;CHEMBL3604917;nM;900.0;C=CC(=O)Nc1cc(Nc2cc[nH]n2)nc(n1)c3ccccc3;6.045757490560675;306.12290906799996;5;3;2.734800000000001;yes
2977;CHEMBL3098325;nM;900.0;COc1cc2nc(Cl)nc(Nc3ccc(cc3)C(=O)N)c2cc1OC;6.045757490560675;358.08326802;6;2;3.1429;yes
2978;CHEMBL2047029;nM;900.0;ONC(=O)CCCCCCOc1ccc(O)c(c1)C(=O)Nc2cccc(c2)C#C;6.045757490560675;396.168521868;5;4;3.4605000000000015;yes
2980;CHEMBL169200;nM;900.0;COc1cccc(c1)c2cn(C3CCN(CCO)CC3)c4ncnc(N)c24;6.045757490560675;367.2008250400001;7;2;2.3183;yes
2981;CHEMBL490780;nM;900.0;CCOc1cc(\C=C/2\CCNC2=O)cc(CSc3ccccc3)c1O;6.045757490560675;355.124214532;4;2;3.9865000000000035;yes
2982;CHEMBL1242112;nM;908.0;COc1cc(ccc1O)c2nn(C(C)C)c3ncnc(N)c23;6.041914151478915;299.13822478400004;7;2;2.3705999999999996;yes
2983;CHEMBL116525;nM;910.0;COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)C#CC;6.040958607678906;434.03783782;5;2;4.582980000000002;yes
2984;CHEMBL104779;nM;910.0;CN1C(=O)C(=Cc2cnc(Nc3ccncc3)nc12)c4c(Cl)cccc4Cl;6.040958607678906;397.049715396;6;1;4.440900000000002;yes
2985;CHEMBL3237945;nM;910.0;CCOC(=O)C1=C(N)N(C2=C(C1c3c(C)nn(c3Cl)c4ccc(C)cc4)C(=O)CCC2)c5cccnc5;6.040958607678906;517.188067436;8;1;4.881840000000004;yes
2987;CHEMBL441083;nM;910.0;Cc1cccc(Nc2ncnc3ccccc23)c1;6.040958607678906;235.110947416;3;1;3.681820000000002;yes
2988;CHEMBL94019;nM;910.0;COc1cc2ncnc(NC3CCc4ccccc34)c2cc1OC;6.040958607678906;321.147726848;5;1;3.746400000000002;yes
2989;CHEMBL511623;nM;918.0;Fc1ccc(Nc2ncnc3nc(NCCN4CCOCC4)sc23)cc1Cl;6.037157318798758;408.093536096;8;2;3.366500000000002;yes
2990;CHEMBL2070201;nM;920.0;Clc1cccc(Nc2ncnc3ccc(NCc4ccc5OCCCCOc5c4)cc23)c1;6.036212172654444;446.15095365599996;6;2;6.190300000000003;yes
2991;CHEMBL399735;nM;921.0;COc1cc2ncnc(Nc3cccc(c3)C#Cc4ccccc4)c2cc1OC;6.03574036980315;381.147726848;5;1;4.7904000000000035;yes
2992;CHEMBL1241241;nM;922.0;CC(C)n1nc(c2ccc(O)cc2)c3c(N)ncnc13;6.035269078946371;269.1276601;6;2;2.362;yes
2993;CHEMBL3676338;nM;924.0;CN(C)CC(=O)NCCOc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1NC(=O)C=C;6.0343280287798935;486.158244528;7;3;3.3470000000000004;yes
2994;CHEMBL2029427;nM;929.0;CNc1ncc2CN(C)C(=O)N(c3cccc(NC(=O)C=C)c3)c2n1;6.031984286006358;338.149123816;5;2;2.3463000000000003;yes
2995;CHEMBL293749;nM;930.0;Oc1ccc(\C=C(/C#N)\C(=O)NCCc2ccccc2)cc1O;6.031517051446064;308.11609237199997;4;3;2.363680000000001;yes
2996;CHEMBL274732;nM;930.0;COCCN(C)CCN1CCC(CC1)n2cc(c3cccc(OC)c3)c4c(N)ncnc24;6.031517051446064;438.27432432800003;8;1;2.9042000000000003;yes
2997;CHEMBL115440;nM;930.0;COCCOCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1;6.031517051446064;478.064052568;6;2;4.217480000000002;yes
2998;CHEMBL1241586;nM;937.0;CC(C)n1nc(c2ccc3NC(=O)Nc3c2)c4c(N)ncnc14;6.028260409112222;309.13380810000007;6;3;1.8259999999999998;yes
2999;CHEMBL283682;nM;940.0;CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1;6.026872146400301;404.0272731360001;4;2;4.574380000000002;yes
3000;CHEMBL2325104;nM;940.0;NC(=S)N1N=C(CC1c2cccc3ccccc23)c4ccc(Cl)cc4;6.026872146400301;365.075346192;2;1;4.887900000000003;yes
3001;CHEMBL342792;nM;940.0;COc1cc(\C=C(/C#N)\S(=O)(=O)\C(=C\c2cc(O)c(O)c(OC)c2)\C#N)cc(O)c1O;6.026872146400301;444.0627364719999;10;4;2.370160000000002;yes
3002;CHEMBL590109;nM;940.0;NCCn1cc(c2cc(c3cc4ccccc4s3)c5[nH]ncc5c2)c6nc(N)ncc16;6.026872146400301;425.1422646080001;7;3;4.397200000000002;yes
3003;CHEMBL589831;nM;940.0;ClCCN(CCCl)c1ccc(cc1)C(=O)Nc2ccc(Br)cc2;6.026872146400301;413.990130624;2;1;4.985400000000003;yes
3004;CHEMBL1812571;nM;940.0;[O-][N+](=O)c1ccccc1\C=C\C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2;6.026872146400301;445.09416705200005;6;2;5.586900000000002;yes
3005;CHEMBL432428;nM;940.0;NC(=O)\C(=C\c1cc(O)c(O)c(CSCc2ccccc2)c1)\C#N;6.026872146400301;340.088163372;5;3;2.9234800000000014;yes
3006;CHEMBL54474;nM;940.0;Nc1ccc2c(Nc3cccc(Br)c3)ncnc2n1;6.026872146400301;315.01195742000004;5;2;3.113100000000001;yes
3007;CHEMBL196548;nM;950.0;CCOCc1cn2ncnc(Nc3ccc4c(cnn4Cc5ccccc5)c3)c2c1CC;6.022276394711152;426.216809452;7;1;4.969800000000005;yes
3008;CHEMBL438805;nM;950.0;CCCc1c(cn2ncnc(Nc3ccc4c(cnn4Cc5ccccc5)c3)c12)C(=O)OCC;6.022276394711152;454.2117240719999;8;1;5.000100000000004;yes
3009;CHEMBL1645464;nM;950.0;Cn1ncc2cc(Nc3ncnn4ccc(CN5CCC(N)CC5)c34)ccc12;6.022276394711152;376.21239276800003;8;2;2.2827;yes
3010;CHEMBL1242024;nM;954.0;CC(C)n1nc(c2ccc(O)cc2C)c3c(N)ncnc13;6.020451625295905;283.143310164;6;2;2.67042;yes
3011;CHEMBL1230790;nM;954.0;CC(C)n1nc(c2cccc(O)c2)c3c(N)ncnc13;6.020451625295905;269.1276601;6;2;2.362;yes
3012;CHEMBL1242384;nM;955.0;CC(C)n1nc(c2ccc3c(ccn3C)c2)c4c(N)ncnc14;6.019996628416253;306.159294576;6;1;3.1481000000000003;yes
3013;CHEMBL3676392;nM;956.0;OC(=O)CC(=O)OCCOCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C;6.0195421077239;576.0655893640001;9;3;3.812800000000001;yes
3014;CHEMBL114593;nM;960.0;COCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1;6.017728766960431;434.03783782;5;2;4.200880000000002;yes
3015;CHEMBL2048791;nM;960.0;OCCn1ccc2ncnc(Nc3ccc(Oc4ccc5NC(=O)Cc5c4)c(Cl)c3)c12;6.017728766960431;435.109817116;7;3;4.107500000000003;yes
3016;CHEMBL592211;nM;960.0;Oc1ccc(CN(Cc2cccc(Cl)c2O)C(=O)Nc3ccccc3)cc1;6.017728766960431;382.10842014800005;3;3;4.9855000000000045;yes
3017;CHEMBL1241490;nM;964.0;CC(C)n1nc(c2ccc3occc3c2)c4c(N)ncnc14;6.015922966097169;293.1276601;6;1;3.4026000000000005;yes
3018;CHEMBL436137;nM;965.0;Cc1cccc(C)c1c2cc(C)c3nc(Nc4ccc(OCCN5CCCC5)cc4)nnc3c2;6.015472686656207;453.25286061200006;6;1;5.835260000000005;yes
3019;CHEMBL3092319;nM;967.0;FC1CN(C1)C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2O[C@H]5CCOC5;6.014573525916998;475.12227362;6;2;4.519200000000003;yes
3020;CHEMBL602328;nM;970.0;Oc1ccc(F)cc1\C=N\NC2=NC(=O)CS2;6.013228265733755;253.032125716;5;2;1.0841999999999998;yes
3021;CHEMBL1821874;nM;970.0;Cc1ccc(cc1C)C2=NN(C(C2)c3ccc(O)cc3)c4nc(cs4)c5ccc(Cl)cc5;6.013228265733755;459.11721100399996;5;1;7.141640000000005;yes
3023;CHEMBL289787;nM;974.0;COc1cccc2c(Nc3cccc(Br)c3)ncnc12;6.011441043121384;329.0163741040001;4;1;4.144500000000002;yes
3024;CHEMBL1081849;nM;980.0;CN1CCN(CCCNC(=O)c2[nH]c3cnnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2C)CC1;6.008773924307505;565.2368291959999;7;3;4.748720000000002;yes
3026;CHEMBL589561;nM;980.0;Oc1c(Br)cccc1CN(Cc2ccc(F)cc2)C(=S)Nc3ccccc3;6.008773924307505;444.0307245160001;2;2;5.693000000000003;yes
3027;CHEMBL3671579;nM;987.0;Fc1cc(Br)ccc1Nc2ncnc3cc(OCCNC(=O)CN4CCC4)c(NC(=O)C=C)cc23;6.005682847330363;542.1077289479999;7;3;3.600200000000002;yes
3028;CHEMBL1257911;nM;989.0;Nc1ccc2Nc3n[nH]cc3N=C(c4ccccc4Cl)c2c1;6.004803708402821;309.078123064;4;3;3.8714000000000013;yes
3030;CHEMBL231663;nM;1000.0;COC(=O)C1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc6cccc(F)c6)c4)c23)CC1;6.0;513.2288513560001;9;1;4.395000000000003;yes
3031;CHEMBL2018753;nM;1000.0;CCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl;6.0;416.12513283199996;7;2;5.002500000000004;yes
3032;CHEMBL490987;nM;1000.0;CC(C)NC(=O)c1ccc(cc1)S(=O)(=O)Oc2ccc(\C=C\[N+](=O)[O-])cc2;6.0;390.088557296;6;1;2.839900000000001;yes
3034;CHEMBL113863;nM;1000.0;CN1C(=O)C(=Cc2cnc(NCCCCCC(=O)O)nc12)c3c(Cl)cccc3Cl;6.0;434.09124586;6;2;4.359200000000003;yes
3035;CHEMBL205676;nM;1000.0;Fc1ccc(Nc2ncnc3Oc4ccc(Cl)cc4CNc23)cc1Cl;6.0;376.02939455200004;5;2;5.3839000000000015;yes
3036;CHEMBL94275;nM;1000.0;[O-][N+](=O)c1ccc2c(Nc3cccc(Br)c3)ncnc2c1;6.0;343.9908876280001;5;1;4.044100000000001;yes
3037;CHEMBL424853;nM;1000.0;Fc1ccc2Oc3ncnc(Nc4ccc(F)c(Cl)c4)c3NCc2c1;6.0;360.05894509200004;5;2;4.869600000000002;yes
3038;CHEMBL44;nM;1000.0;Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O;6.0;270.05282342;5;3;2.576800000000001;yes
3039;CHEMBL2018752;nM;1000.0;CCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl;6.0;402.10948276799996;7;2;4.612400000000004;yes
3040;CHEMBL504173;nM;1000.0;CC(C)c1cc(\C=C(/C#N)\C(=O)N)cc(C(C)C)c1O;6.0;272.15247788;3;2;3.031280000000002;yes
